rowid,kepid,kepoi_name,fpp_koi_period,fpp_prad,fpp_prob,fpp_score,fpp_spec_occrate,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2
7012,9110357,K00016.01,0.895,6.8,0.0063,45,0.052,52,0.5,0.000046,2.1E-09,0.0061,0.00012,0.000028,4.9E-15,0.035,8199,493.88,-573.96,1.79,0.461,-0.242,1.6,0.137,-0.113,9.06,0.055,-0.042,1556,358.45,-203.71,0.56,0.176,-0.233
7013,10874614,K00017.01,3.235,13.36,5.4E-11,4400,0.072,28,0.5,3.1E-16,3.5E-14,2.2E-32,5E-15,5.4E-11,7.2E-16,0.095,5689,63.21,-71.04,1.29,0.092,-0.081,1.05,0.072,-0.048,9.9,0.086,-0.134,590,43.53,-37.89,0.23,0.05,-0.071
7014,8191672,K00018.01,3.548,15.42,0.000000041,180,0.061,29,0.5,6.2E-10,0.00000004,1E-115,2.8E-17,3.5E-14,1.7E-42,0.08,6338,102.58,-105.17,1.76,0.123,-0.112,1.36,0.056,-0.052,9.46,0.051,-0.053,895,63.27,-56.86,0.62,0.079,-0.078
7015,7255336,K00019.01,1.203,32.93,0.99,100,0.001,170,0.5,0.22,0.69,0.014,0.0091,0.06,0.000013,0.225,6373,67.9,-63.39,1.34,0.227,-0.125,1.23,0.073,-0.056,9.41,0.089,-0.182,356,58.81,-34.45,0.03,0.037,-0.019
7016,11804465,K00020.01,4.438,16.91,0.0000012,390,0.049,43,0.5,0.0000012,0.000000025,1.4E-49,6.4E-19,6.7E-12,6.4E-14,0.118,6011,72.41,-59.75,1.33,0.228,-0.198,1.12,0.072,-0.046,9.68,0.084,-0.139,777,133.11,-115.17,0.06,0.056,-0.043
7017,10125352,K00021.01,4.289,29.38,0.98,45,0.001,302,0.5,0.011,0.78,0.028,0.081,0.078,0.00031,0.253,5986,79.25,-80.05,1.06,0.222,-0.106,1.04,0.069,-0.081,9.58,0.193,-0.335,589,124.55,-61.51,0.08,0.049,-0.051
7018,9631995,K00022.01,7.891,12.16,0.00019,770,0.076,27,0.5,0.00000048,0.00019,2.3E-09,7.2E-11,0.00000052,5.2E-16,0.094,5955,65.47,-58.11,1.21,0.181,-0.126,1.11,0.054,-0.037,9.63,0.111,-0.251,697,104.06,-72.79,0.06,0.052,-0.04
7019,9071386,K00023.01,4.693,17.83,0.17,510,0.042,308,0.5,0.0034,0.17,2E-98,2.5E-12,2.8E-11,1.5E-25,0.111,6400,71.67,-75.25,1.48,0.264,-0.146,1.31,0.079,-0.057,9.38,0.071,-0.137,567,100.21,-55.72,0.08,0.05,-0.046
7020,5357901,K00188.01,3.797,9.81,0.0000033,2400,0.066,44,0.5,0.0000033,8.3E-12,1.1E-09,2.1E-10,2.8E-13,8.7E-12,0.112,5217,97.33,-90.72,0.8,0.052,-0.044,0.84,0.041,-0.047,9.67,0.368,-0.395,612,42.4,-36.24,0.14,0.098,-0.1
7021,11391018,K00189.01,30.36,11.01,0.0088,22,0.073,118,0.5,0.0081,0.00068,0.000022,2.4E-21,2.8E-17,1.1E-11,0.135,4924,46.9,-44.59,0.75,0.028,-0.037,0.79,0.036,-0.041,9.66,0.365,-0.4,428,18.13,-21.91,0.07,0.044,-0.049
7022,5771719,K00190.01,12.265,10.98,0.77,31,0.075,151,0.5,0.099,0.67,0.00021,0.000028,0.00007,0.0000002,0.112,5544,125.72,-137.73,0.89,0.088,-0.058,0.93,0.05,-0.055,9.59,0.356,-0.368,577,61.46,-42.3,0.2,0.108,-0.134
7023,5972334,K00191.01,15.359,11.48,0.00041,260,0.075,115,0.5,0.00022,0.00016,0.000023,9.1E-19,4E-11,4.9E-10,0.119,5444,91.08,-82.95,0.88,0.051,-0.04,0.9,0.038,-0.04,9.74,0.228,-0.404,833,49.69,-41.47,0.13,0.094,-0.082
7024,5972334,K00191.02,2.418,2.8,0.003,5400,0.199,49,2.13,0.000000019,0.000033,0.0029,0.00000051,0.000000089,0.0000016,0.029,5444,91.08,-82.95,0.88,0.051,-0.04,0.9,0.038,-0.04,9.74,0.228,-0.404,833,49.69,-41.47,0.13,0.094,-0.082
7025,5972334,K00191.03,0.709,1.26,1,4.6,0.12,36,2.67,0.011,0.000027,0.92,0.000084,0.000029,0.072,0.013,5444,91.08,-82.95,0.88,0.051,-0.04,0.9,0.038,-0.04,9.74,0.228,-0.404,833,49.69,-41.47,0.13,0.094,-0.082
7026,5972334,K00191.04,38.652,2.69,0.0013,42,0.205,179,0.84,0.0000027,0.000048,0.0011,0.00000036,0.0000094,0.0001,0.028,5444,91.08,-82.95,0.88,0.051,-0.04,0.9,0.038,-0.04,9.74,0.228,-0.404,833,49.69,-41.47,0.13,0.094,-0.082
7027,7950644,K00192.01,10.291,10.43,0.00086,320,0.073,43,0.5,0.00086,0.000000031,0.000000031,5E-22,4.2E-25,8.6E-16,0.092,5938,130.6,-103.17,1.04,0.194,-0.103,1.04,0.071,-0.069,9.55,0.221,-0.338,835,156.87,-87.04,0.11,0.101,-0.072
7028,10799735,K00193.01,37.59,16.41,0.042,62,0.051,283,0.5,0.0029,0.039,0.000029,0.000000016,1.5E-12,8.5E-10,0.135,5960,90.01,-110.74,1.1,0.2,-0.1,1.08,0.07,-0.059,9.54,0.19,-0.316,1179,218.15,-114.32,0.17,0.056,-0.088
7029,10904857,K00194.01,3.121,15.88,0.021,730,0.051,325,0.5,0.00077,0.019,0.000022,0.000094,0.0015,6.5E-10,0.133,5966,97.85,-92.03,1.1,0.26,-0.108,1.07,0.066,-0.059,9.58,0.183,-0.33,1170,277.21,-120.86,0.1,0.063,-0.064
7030,11502867,K00195.01,3.218,11.66,0.00031,1900,0.077,63,0.5,0.0000023,0.00031,3.6E-10,5.7E-10,0.000000042,6.4E-11,0.118,5600,93.32,-87.1,0.91,0.144,-0.065,0.93,0.048,-0.054,9.69,0.309,-0.448,852,137.5,-66.51,0.11,0.075,-0.073
7031,8008067,K00316.03,7.306,1.94,1,0.43,0.185,39,2.85,0.086,0.081,0.19,0.0004,0.2,0.43,0.015,5682,58.54,-52.87,1.12,0.162,-0.11,1.05,0.039,-0.038,9.75,0.142,-0.313,416,60.46,-41.1,0.07,0.053,-0.045
7032,8121310,K00317.01,22.208,4.3,0.00075,0.75,0.176,54,0.63,6.6E-09,0.00075,4.5E-22,3.9E-28,1.2E-17,2.6E-11,0.02,6411,93.63,-88.27,1.46,0.133,-0.106,1.34,0.061,-0.051,9.25,0.122,-0.142,737,67.69,-52.98,0.12,0.07,-0.065
7033,8156120,K00318.01,38.584,4.9,0.000000041,17,0.052,378,0.5,1.1E-11,0.000000041,1.6E-80,2.5E-19,7.8E-16,2.7E-63,0.032,6391,76.71,-64.11,1.97,0.425,-0.333,1.54,0.137,-0.106,9.23,0.054,-0.073,744,160.59,-123.49,0.04,0.052,-0.031
7034,8684730,K00319.01,46.151,10.66,0.029,6.2,0.071,42,0.5,0.019,0.00029,0.00092,0.000029,0.0094,0.0000013,0.047,5889,54.51,-68.39,2.08,0.066,-0.08,1.35,0.067,-0.102,9.59,0.076,-0.052,642,22.82,-25.71,0.29,0.036,-0.058
7035,8700558,K00320.01,4.792,227.39,1,6.5,0.001,12,0.5,0.0001,0.03,0.04,0.097,0.39,0.45,0.758,6360,289.01,-2281.5,1.6,83.246,-0.368,1.35,0.673,-0.182,9.29,0.189,-0.182,576,1906.44,-133.87,0.18,0.164,-0.114
7036,8753657,K00321.01,2.426,1.28,0.0072,20,0.126,16,0.5,0.00000002,5.3E-09,0.007,0.0000056,0.00012,0.000000056,0.012,5717,75.75,-71.32,0.97,0.038,-0.034,1.03,0.034,-0.032,9.34,0.231,-0.209,330,13.72,-12.91,0.1,0.074,-0.065
7037,8753657,K00321.02,4.623,0.75,0.00004,87,0.044,11,0.84,3E-11,1.9E-12,0.0000077,0.0000029,0.000028,0.00000077,0.007,5717,75.75,-71.32,0.97,0.038,-0.034,1.03,0.034,-0.032,9.34,0.231,-0.209,330,13.72,-12.91,0.1,0.074,-0.065
7038,8948424,K00322.01,5.889,,,,,1287,0.99,,,,,,,0.228,,,,,,,,,,,,,,,,,,
7039,9139084,K00323.01,5.836,1.94,0.000031,2000,0.198,34,0.5,3.2E-09,0.00003,0.000001,0.000000083,0.00000017,0.000000011,0.021,5512,54.27,-47.9,0.86,0.024,-0.025,0.93,0.029,-0.036,9.39,0.237,-0.228,270,8.59,-8.58,0.05,0.046,-0.034
7040,9641041,K00324.01,1.089,1.83,1,1.1,0.208,111,0.93,0.017,0.88,0.1,0.0021,0.0041,0.000038,0.013,6269,109.51,-96.33,1.28,0.478,-0.173,1.18,0.165,-0.102,9.43,0.146,-0.212,465,169.41,-66.44,0.07,0.069,-0.046
7041,9724984,K00325.01,7.863,4,0.99,38,0.091,33,3,0.00029,0.0016,0.77,0.014,0.089,0.11,0.036,5776,144.71,-191.43,1.02,0.229,-0.105,1.02,0.072,-0.065,9.6,0.279,-0.368,400,88.75,-45.75,0.32,0.113,-0.165
7042,9880467,K00326.01,8.973,1.98,0.00017,380,0.198,99,0.72,3.4E-39,5.2E-29,0.00017,1.2E-26,0.000000037,0.0000042,0.028,4191,25.37,-26.91,0.65,0.006,-0.007,0.65,0.007,-0.006,10.15,0.017,-0.036,541,9.62,-9.65,0.19,0.002,-0.006
7043,7977197,K00459.02,6.92,1.55,0.00008,14,0.191,37,1.62,0.000000018,0.00001,0.000041,0.0000017,0.000022,0.0000046,0.012,6097,213.92,-257.39,1.2,0.377,-0.192,1.12,0.154,-0.102,9.49,0.222,-0.259,904,291.72,-154.55,0.47,0.143,-0.199
7044,8043638,K00460.01,17.588,3.63,0.000082,210,0.127,63,0.5,0.0000016,0.00006,0.00002,2.5E-12,5.9E-10,0.000000018,0.035,5649,194.89,-218.68,0.94,0.152,-0.081,0.96,0.071,-0.066,9.61,0.311,-0.373,784,134.25,-75.35,0.36,0.16,-0.201
7045,8043638,K00460.02,36.048,1.02,0.085,8.9,0.105,98,2.07,0.000022,0.000001,0.031,0.00044,0.0065,0.046,0.01,5649,194.89,-218.68,0.94,0.152,-0.081,0.96,0.071,-0.066,9.61,0.311,-0.373,784,134.25,-75.35,0.36,0.16,-0.201
7046,8621348,K00461.01,11.344,33.53,1,0.16,0.001,175,0.5,1E-15,0.0000099,0.39,0.00043,0.14,0.46,0.363,5450,103.93,-102.32,0.84,0.077,-0.064,0.88,0.049,-0.059,9.63,0.375,-0.422,600,57.94,-48.05,0.15,0.095,-0.099
7047,8773869,K00462.01,1.576,2.12,1,0.18,0.218,38,0.5,0.086,0.042,0.87,0.00011,0.000000027,0.0000014,0.025,5064,167.6,-102.09,0.78,0.047,-0.04,0.82,0.044,-0.044,9.69,0.343,-0.392,406,29.31,-22.96,0.17,0.204,-0.123
7048,8845205,K00463.01,18.478,1.89,0.000046,1000,0.169,207,0.5,5.4E-13,1.3E-14,0.000046,0.000000011,2.1E-17,0.00000024,0.048,3558,29.58,-23.4,0.33,0.017,-0.016,0.34,0.02,-0.021,9.61,0.392,-0.424,88,4.92,-4.95,0.07,0.076,-0.05
7049,8890783,K00464.01,58.362,6.99,0.0000052,36,0.052,163,0.5,6.2E-13,0.0000022,0.000003,3.9E-22,1.4E-13,1.9E-21,0.068,5646,173.05,-201.16,0.94,0.145,-0.084,0.96,0.067,-0.061,9.63,0.293,-0.398,666,107.34,-65.76,0.33,0.146,-0.182
7050,8890783,K00464.02,5.35,2.69,0.0000098,1100,0.2,46,0.5,0.00000013,5.8E-10,0.000004,0.00000017,0.0000053,0.00000019,0.026,5646,173.05,-201.16,0.94,0.145,-0.084,0.96,0.067,-0.061,9.63,0.293,-0.398,666,107.34,-65.76,0.33,0.146,-0.182
7051,9008220,K00466.01,9.391,8.45,0.079,89,0.061,83,0.5,0.0002,0.035,0.0012,0.0014,0.042,0.000046,0.073,5931,71.62,-72.04,1.05,0.199,-0.097,1.05,0.065,-0.061,9.56,0.192,-0.32,1053,199.51,-101.59,0.07,0.042,-0.046
7052,9583881,K00467.01,18.009,5.21,0.00018,140,0.057,76,0.5,0.0000014,0.00017,0.0000067,2.2E-23,2.5E-15,0.000000032,0.053,5579,83.62,-87.77,0.9,0.122,-0.058,0.93,0.042,-0.052,9.65,0.332,-0.42,820,111.31,-56.36,0.12,0.061,-0.077
7053,9589524,K00468.01,22.184,3.09,0.000018,750,0.186,98,0.5,0.00000014,0.0000081,0.0000082,6.3E-13,0.00000064,0.0000011,0.037,5069,80.06,-63.42,0.77,0.036,-0.047,0.8,0.041,-0.048,9.72,0.335,-0.404,558,29.7,-36.37,0.1,0.096,-0.069
7054,4743513,K00024.01,2.086,9.45,0.099,140,0.069,362,0.5,0.011,0.04,0.006,0.0018,0.039,3.1E-09,0.076,6080,125.34,-116.23,1.14,0.264,-0.128,1.1,0.092,-0.078,9.51,0.181,-0.274,536,123.8,-63.25,0.12,0.082,-0.081
7055,10593759,K00025.01,3.133,25.41,0.92,85,0.003,43,0.5,0.032,0.72,0.0000054,0.013,0.15,0.000054,0.174,6178,79.84,-99.45,1.34,0.607,-0.196,1.22,0.19,-0.082,9.46,0.105,-0.215,824,363.65,-122.91,0.14,0.03,-0.062
7056,5021737,K00026.01,15.039,16.05,0.38,54,0.05,5594,0.5,0.038,0.31,0.0027,0.0025,0.029,0.00000094,0.082,6753,205.24,-258.52,1.78,0.676,-0.353,1.47,0.225,-0.173,9.21,0.125,-0.095,600,223.68,-122.04,0.34,0.122,-0.163
7057,3832716,K00027.01,1.142,112.24,0.059,340,0.001,133450,0.5,0.023,0.016,4.6E-11,0.000094,0.019,4.6E-11,0.771,6250,135.51,-170.63,1.32,0.585,-0.197,1.21,0.183,-0.105,9.43,0.14,-0.201,772,333.14,-122.14,0.27,0.082,-0.122
7058,4247791,K00028.01,4.101,6359.2,,,,166,0.5,,,,,,,0.504,3649,100.2,-61.5,116.48,7.326,-10.836,2.27,0.063,-0.091,9.07,0.045,-0.043,2382,185.59,-227.7,0.14,0.2,-0.101
7059,6956014,K00031.01,0.926,75.77,,,,42,0.5,,,,,,,0.017,3944,25.67,-23.83,40.94,2.79,-3.046,2.2,0.049,-0.064,9.03,0.044,-0.021,2679,170.12,-185.98,0.31,0.031,-0.062
7060,6521045,K00041.01,12.816,2.3,0.00006,520,0.215,13,1.65,6.5E-14,0.00006,9.3E-09,1.4E-10,4.8E-10,5.3E-15,0.014,5888,56.63,-56.25,1.5,0.034,-0.027,1.1,0.041,-0.027,9.84,0.049,-0.079,298,8,-6.71,0.06,0.056,-0.04
7061,6521045,K00041.02,6.887,1.31,0.000095,1100,0.127,10,1.86,0.000000019,6.5E-13,0.000095,0.00000002,0.000000063,0.00000013,0.008,5888,56.63,-56.25,1.5,0.034,-0.027,1.1,0.041,-0.027,9.84,0.049,-0.079,298,8,-6.71,0.06,0.056,-0.04
7062,6521045,K00041.03,35.333,1.48,0.0028,72,0.146,28,2.61,0.000000019,0.0000011,0.0025,0.000018,0.00013,0.00018,0.009,5888,56.63,-56.25,1.5,0.034,-0.027,1.1,0.041,-0.027,9.84,0.049,-0.079,298,8,-6.71,0.06,0.056,-0.04
7063,8866102,K00042.01,17.834,2.5,0.000000021,540,0.211,18,2.43,0.00000002,1.2E-12,2.1E-14,5.9E-15,1.2E-10,6.5E-11,0.017,6342,57.77,-61.85,1.35,0.021,-0.026,1.22,0.032,-0.044,9.45,0.071,-0.064,133,2.92,-3.23,0.08,0.039,-0.045
7064,9025922,K00043.01,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7065,8845026,K00044.01,66.468,19.52,0.3,1.9,0.018,573,0.5,0.00077,0.3,0.0000067,1.6E-26,9.7E-17,5.4E-28,0.104,6733,150.7,-253.62,1.77,0.687,-0.376,1.45,0.227,-0.182,9.23,0.122,-0.098,866,328.65,-187.46,1.1,0.088,-0.16
7066,3742855,K00045.01,6.397,,,,,1540,1.35,,,,,,,0.128,,,,,,,,,,,,,,,,,,
7067,9410930,K00196.01,1.856,10.48,0.00011,2100,0.07,90,0.5,0.000026,0.000076,0.000013,0.000000001,0.00000008,5.3E-31,0.099,5727,95.23,-93.91,0.97,0.052,-0.047,0.98,0.044,-0.043,9.64,0.193,-0.304,793,45.33,-41.53,0.17,0.088,-0.087
7068,2987027,K00197.01,17.276,7.9,0.0018,470,0.053,81,0.5,0.000015,0.0017,0.000037,4.6E-21,9.3E-14,7.1E-10,0.093,5015,69.39,-56.69,0.76,0.017,-0.02,0.82,0.026,-0.033,9.53,0.239,-0.266,379,10.4,-11.28,0.11,0.092,-0.071
7069,10666242,K00198.01,87.242,16.44,0.79,42,0.055,251,0.5,0.15,0.62,0.0024,0.0065,0.0073,0.0000035,0.16,5656,63.56,-75.22,0.94,0.027,-0.027,1.02,0.027,-0.031,9.32,0.219,-0.197,693,22.72,-23.05,0.16,0.059,-0.073
7070,10019708,K00199.01,3.269,11.58,1.3E-10,1300,0.074,46,0.5,2.1E-30,5.7E-15,2E-30,2.2E-18,1.5E-17,1.3E-10,0.095,6053,136.37,-130.14,1.13,0.302,-0.132,1.09,0.103,-0.077,9.53,0.187,-0.274,1253,340.03,-153.48,0.14,0.1,-0.092
7071,10019708,K00199.02,8.785,1.71,1,0.0058,0.189,82,0.5,0.00029,0.00097,0.93,0.00000014,0.00006,0.074,0.014,6053,136.37,-130.14,1.13,0.302,-0.132,1.09,0.103,-0.077,9.53,0.187,-0.274,1253,340.03,-153.48,0.14,0.1,-0.092
7072,6046540,K00200.01,7.341,14.2,0.0056,250,0.067,50,0.5,0.0000069,0.0056,0.000018,3.1E-11,0.0000008,2.6E-10,0.088,6069,110.51,-116.33,1.48,0.118,-0.109,1.26,0.056,-0.055,9.54,0.084,-0.095,1289,103.16,-98,0.27,0.084,-0.095
7073,6849046,K00201.01,4.225,8.86,0.00002,2100,0.062,28,0.5,0.000014,0.0000056,7.1E-10,4.5E-10,3.2E-10,3.8E-09,0.079,5585,52.23,-62.98,1.03,0.092,-0.057,1.04,0.026,-0.026,9.64,0.186,-0.332,656,58.29,-37.03,0.14,0.046,-0.065
7074,7877496,K00202.01,1.721,12.72,0.0032,4000,0.071,73,0.5,0.00026,0.0027,0.0000023,0.00000051,0.0003,4.2E-17,0.102,5858,77.69,-67,1.22,0.093,-0.083,1.08,0.056,-0.045,9.73,0.102,-0.126,1003,78.24,-70.58,0.07,0.068,-0.05
7075,10619192,K00203.01,1.486,14.65,5.2E-09,10000,0.065,90,0.5,9.1E-11,7.7E-18,2.8E-09,0.000000001,1.3E-09,6E-36,0.133,5680,70.96,-59.46,1.01,0.049,-0.041,1.03,0.04,-0.037,9.57,0.192,-0.29,728,36.84,-32.12,0.08,0.066,-0.05
7076,9305831,K00204.01,3.247,12.64,0.00011,1700,0.077,51,0.5,7.9E-10,0.00011,0.0000053,1.5E-10,4.4E-09,0.000000006,0.08,5784,89.22,-90.49,1.45,0.117,-0.105,1.08,0.097,-0.055,9.87,0.087,-0.152,1174,97.92,-86.21,0.53,0.079,-0.085
7077,7046804,K00205.01,11.72,9.58,0.0046,250,0.066,67,0.5,0.00081,0.0037,0.000022,8.3E-10,0.000000027,7.7E-10,0.097,5529,82.87,-128.27,0.91,0.107,-0.057,0.94,0.044,-0.046,9.65,0.339,-0.417,641,75.69,-45.11,0.42,0.064,-0.125
7078,9880467,K00326.02,108.54,1.91,0.012,1.2,0.19,355,1.08,3.7E-15,2.5E-18,0.0077,0.000000022,0.000025,0.0044,0.027,4191,25.37,-26.91,0.65,0.006,-0.007,0.65,0.007,-0.006,10.15,0.017,-0.036,541,9.62,-9.65,0.19,0.002,-0.006
7079,9881662,K00327.01,3.254,1.44,0.000000047,2400,0.141,13,0.5,4.3E-12,0.000000011,0.00000002,1.3E-09,0.000000013,7.6E-10,0.012,6112,63.83,-58.57,1.15,0.059,-0.051,1.15,0.036,-0.033,9.29,0.175,-0.16,573,31.23,-28.53,0.03,0.04,-0.022
7080,9881662,K00327.02,91.352,1.56,0.000016,2.5,0.164,87,1.41,1.3E-10,0.00000072,0.000012,0.0000014,0.00000094,0.000000056,0.013,6112,63.83,-58.57,1.15,0.059,-0.051,1.15,0.036,-0.033,9.29,0.175,-0.16,573,31.23,-28.53,0.03,0.04,-0.022
7081,9895004,K00328.01,2.251,45.51,1,56,0.001,21,0.5,0.0096,0.63,0.093,0.0075,0.21,0.046,0.399,5807,86.28,-93.21,1.05,0.146,-0.1,0.99,0.047,-0.053,9.79,0.132,-0.326,408,57.31,-39.78,0.2,0.073,-0.084
7082,10031885,K00329.01,8.59,83.7,1,0.48,0.001,92,1.92,0.00000052,0.00048,0.52,0.000036,0.086,0.39,0.621,6182,269.94,-271.83,1.22,0.583,-0.202,1.14,0.232,-0.122,9.43,0.198,-0.206,680,328.65,-120.26,0.37,0.178,-0.201
7083,11361646,K00330.01,7.974,2.06,0.000000015,160,0.191,32,0.66,1.4E-11,1.5E-11,0.000000009,4.8E-09,6.2E-10,9.4E-10,0.016,6010,78.25,-85.43,1.09,0.083,-0.064,1.08,0.038,-0.041,9.49,0.178,-0.256,729,56.95,-45.42,0.3,0.056,-0.074
7084,11361646,K00330.02,1.889,1.03,0.0017,12,0.074,14,1.08,0.00042,0.000017,0.0011,0.00000037,0.000000054,0.000081,0.008,6010,78.25,-85.43,1.09,0.083,-0.064,1.08,0.038,-0.041,9.49,0.178,-0.256,729,56.95,-45.42,0.3,0.056,-0.074
7085,10285631,K00331.01,18.684,2.86,0.0000045,250,0.187,48,0.57,2.9E-11,0.00000021,0.0000043,1.2E-13,8.2E-14,0.000000043,0.021,5577,74.31,-80.83,1.29,0.334,-0.265,0.98,0.082,-0.048,10.01,0.094,-0.142,637,166.07,-130.6,0.17,0.068,-0.078
7086,10290666,K00332.01,5.458,2.11,0.000042,490,0.2,17,0.57,1E-11,7.2E-19,0.000041,2.1E-09,0.00000016,0.00000052,0.016,5891,83.54,-81.19,1.14,0.067,-0.058,1.15,0.038,-0.038,9.34,0.199,-0.208,504,31.1,-26.62,0.26,0.07,-0.079
7087,10290666,K00332.02,6.867,0.79,0.06,23,0.04,19,3,2.4E-15,9.4E-17,0.025,0.00003,0.00022,0.035,0.006,5891,83.54,-81.19,1.14,0.067,-0.058,1.15,0.038,-0.038,9.34,0.199,-0.208,504,31.1,-26.62,0.26,0.07,-0.079
7088,10337258,K00333.01,13.285,2.84,0.000000057,38,0.167,57,0.57,3.4E-10,0.000000057,1.2E-14,2.3E-18,7E-20,1.5E-13,0.018,6388,123.43,-141.19,1.46,0.69,-0.249,1.28,0.221,-0.117,9.38,0.111,-0.144,908,411.55,-158.32,0.14,0.07,-0.087
7089,9703198,K00469.01,10.329,5.48,0.0077,210,0.051,107,0.5,0.0014,0.0024,0.00027,0.00028,0.0034,0.00002,0.047,5969,101.69,-93.02,1.08,0.315,-0.111,1.06,0.096,-0.075,9.55,0.201,-0.3,1102,324.11,-117.68,0.11,0.062,-0.069
7090,9844088,K00470.01,3.751,4.6,0.0000012,1500,0.081,59,0.5,5.1E-09,1.6E-12,0.0000011,0.000000059,5.8E-11,6.5E-10,0.046,5610,151.23,-111.92,0.92,0.113,-0.068,0.95,0.052,-0.053,9.61,0.319,-0.398,828,105.08,-66.27,0.15,0.126,-0.1
7091,10019643,K00471.01,21.347,2.41,0.000075,530,0.209,99,0.5,0.000052,0.00000044,0.000019,9.7E-09,0.000003,0.000000098,0.023,5697,105.06,-124.1,0.96,0.155,-0.077,0.97,0.051,-0.053,9.65,0.282,-0.405,751,122.47,-64.95,0.18,0.078,-0.107
7092,10019643,K00471.02,7.811,1.14,0.0014,160,0.112,42,0.87,0.000000074,0.0000013,0.00058,0.0001,0.00032,0.00044,0.011,5697,105.06,-124.1,0.96,0.155,-0.077,0.97,0.051,-0.053,9.65,0.282,-0.405,751,122.47,-64.95,0.18,0.078,-0.107
7093,10123064,K00472.01,4.244,3.66,6.5E-10,1500,0.117,102,0.5,1.8E-13,1.6E-13,3.8E-18,1.2E-12,6.1E-10,3.5E-11,0.035,5737,81.8,-76.75,0.95,0.132,-0.071,0.98,0.047,-0.054,9.59,0.283,-0.367,1039,140.86,-83.59,0.08,0.059,-0.055
7094,10155434,K00473.01,12.706,3.22,0.68,6.4,0.153,103,0.5,0.000054,0.1,0.21,0.05,0.23,0.09,0.034,5466,74.16,-99.75,0.87,0.125,-0.058,0.91,0.042,-0.049,9.71,0.361,-0.458,704,103.55,-51.32,0.17,0.06,-0.098
7095,10460984,K00474.01,10.946,3.06,0.000016,1200,0.202,54,0.5,0.00000013,0.0000066,0.0000063,0.000000022,0.0000028,0.000000063,0.022,6048,71.33,-59.54,1.13,0.128,-0.086,1.09,0.043,-0.049,9.54,0.153,-0.267,992,111.33,-78.25,0.04,0.051,-0.031
7096,10460984,K00474.02,28.987,2.78,0.0061,0.82,0.209,82,0.6,0.0000013,0.0054,0.0000062,0.0000069,0.00068,0.0000057,0.02,6048,71.33,-59.54,1.13,0.128,-0.086,1.09,0.043,-0.049,9.54,0.153,-0.267,992,111.33,-78.25,0.04,0.051,-0.031
7097,10460984,K00474.03,94.886,4.16,0.95,1.7,0.117,167,0.72,0.0074,0.18,0.069,0.05,0.6,0.045,0.03,6048,71.33,-59.54,1.13,0.128,-0.086,1.09,0.043,-0.049,9.54,0.153,-0.267,992,111.33,-78.25,0.04,0.051,-0.031
7098,10460984,K00474.04,5.035,1.67,0.0015,140,0.143,47,1.47,0.000019,0.00043,0.00033,0.00049,0.00018,0.000066,0.012,6048,71.33,-59.54,1.13,0.128,-0.086,1.09,0.043,-0.049,9.54,0.153,-0.267,992,111.33,-78.25,0.04,0.051,-0.031
7099,10577994,K00475.01,8.181,2.5,0.000014,990,0.21,89,0.5,7.3E-09,1.8E-09,0.000013,4.9E-09,1.7E-09,0.0000011,0.03,5107,56.79,-52.7,0.76,0.041,-0.058,0.8,0.044,-0.06,9.72,0.343,-0.432,580,35.35,-47.13,0.07,0.062,-0.046
7100,10905239,K00046.01,3.488,3.95,0.000035,800,0.078,22,0.5,9.4E-25,0.000035,3.8E-52,4.7E-17,2.1E-12,5.4E-22,0.033,5447,41.42,-46.21,1.3,0.277,-0.25,0.98,0.065,-0.044,10.04,0.075,-0.122,691,146.86,-133.58,0.16,0.017,-0.035
7101,10905239,K00046.02,6.03,0.84,0.0013,36,0.095,37,3.6,0.000000005,3.9E-10,0.00041,0.000013,0.00031,0.00055,0.007,5447,41.42,-46.21,1.3,0.277,-0.25,0.98,0.065,-0.044,10.04,0.075,-0.122,691,146.86,-133.58,0.16,0.017,-0.035
7102,7837302,K00048.01,23.837,131.07,0.99,120,0.001,112,0.5,0.13,0.85,0.00071,0.0021,0.01,0.0000038,0.982,6101,110.03,-189.76,1.21,0.413,-0.164,1.14,0.129,-0.097,9.51,0.164,-0.252,696,242.25,-100.05,0.5,0.064,-0.135
7103,9527334,K00049.01,8.314,2.58,0.0000014,640,0.207,52,0.5,5.6E-14,8.4E-17,0.00000019,2.9E-16,1.2E-13,0.0000012,0.026,5635,42.89,-47.25,0.91,0.021,-0.02,0.98,0.024,-0.028,9.4,0.179,-0.212,468,12.91,-12.46,0.24,0.01,-0.023
7104,6056992,K00051.01,10.431,,,,,305,0.66,,,,,,,0.456,,,,,,,,,,,,,,,,,,
